Step,rho_g,rho_p,id,p,deltaG,deltaP
6,1.58192,1.41243,6452,1645,56,50
7,1.77632,1.74342,6330,5303,54,53
8,2.11155,2.27092,2386,1126,53,57
9,2.31959,2.73196,3193,6330,45,53
10,1.34752,3.61702,937,6452,19,51
1,3.49628,1.05207,1986,5996,329,99
2,3.3848,1.15202,3044,6330,285,97
3,3.28859,1.30201,7462,1126,245,97
4,1.56,1.4,758,1126,78,70
5,1.46919,1.37441,1126,1645,62,58
6,1.61111,1.55556,1645,3283,58,56
7,1.84211,1.77632,3193,6452,56,54
8,2.24,1.92,2386,3019,56,48
9,2.57426,2.57426,5303,5303,52,52
10,1.26667,3.4,2530,3193,19,51
1,3.49628,1.05207,1986,5996,329,99
2,1.42157,1.04575,758,2386,87,64
3,1.2381,0.990476,937,3193,65,52
4,1.33192,1.18393,5996,3283,63,56
5,1.39024,1.36585,6330,5303,57,56
6,1.58192,1.55367,1126,1645,56,55
7,1.84564,1.87919,1645,6330,55,56
8,2.19008,2.19008,6452,6452,53,53
9,2.75132,2.32804,3283,3019,52,44
10,3.44828,3.58621,2386,3283,50,52
1,3.49628,1.09458,1986,3019,329,103
2,3.41289,1.22912,3044,2386,286,103
3,1.48551,1.23188,5279,6330,82,68
4,1.46694,1.42562,3283,6452,71,69
5,1.63855,1.54217,1126,1645,68,64
6,1.79487,1.93732,2386,1126,63,68
7,2.04861,2.32639,5303,1126,59,67
8,2.48869,2.48869,5996,5996,55,55
9,3.25301,3.43373,3193,5303,54,57
10,1.65138,4.77064,8387,3193,18,52
1,3.49628,1.13709,1986,6452,329,107
2,1.42157,1.11111,758,3283,87,68
3,1.2381,1.12381,937,6452,65,59
4,1.26087,1.08696,2530,1645,58,50
5,1.26866,1.14428,5996,6330,51,46
6,1.32022,1.32022,1126,1126,47,47
7,1.45631,1.39159,3283,5303,45,43
8,1.65414,1.61654,1645,6452,44,43
9,1.74888,1.52466,2386,3193,39,34
10,1.79348,2.22826,3193,1645,33,41
1,3.49628,1.12646,1986,3283,329,106
2,1.42157,1.14379,758,1645,87,70
3,1.40221,1.16236,5279,2386,76,63
4,1.4405,1.4405,6330,6330,69,69
5,1.65854,1.39024,1126,3193,68,57
6,1.86969,1.86969,5996,5996,66,66
7,2.22997,2.02091,5303,6452,64,58
8,2.62009,2.62009,3283,3283,60,60
9,3.37278,3.37278,3019,3019,57,57
10,1.51786,5,1636,1126,17,56
1,3.49628,1.10521,1986,1126,329,104
2,1.42157,1.01307,758,3019,87,62
3,1.2381,0.952381,937,3019,65,50
4,1.26087,0.869565,2530,3019,58,40
5,1.26866,1.1194,5996,1645,51,45
6,1.28205,1.22507,3283,1645,45,43
7,1.46104,1.33117,1126,3193,45,41
8,1.63498,1.17871,6452,3019,43,31
9,1.90909,1.68182,5303,2386,42,37
10,2.24044,2.29508,6330,5303,41,42
1,3.49628,1.09458,1986,2386,329,103
2,3.32936,1.22912,3044,3019,279,103
3,1.55635,1.12701,5279,5303,87,63
4,1.35593,1.20763,6452,3019,64,57
5,1.54412,1.54412,1126,1126,63,63
6,1.62319,1.44928,1645,5996,56,50
7,1.86851,1.86851,3019,3019,54,54
8,2.25532,2.25532,6330,6330,53,53
9,2.69231,2.69231,5303,3283,49,49
10,3.60902,3.30827,3283,3193,48,44
1,3.49628,1.09458,1986,2386,329,103
2,1.42157,1.14379,758,1126,87,70
3,1.2381,1.2,937,5996,65,63
4,1.2987,1.21212,1126,1645,60,56
5,1.44279,1.44279,6452,6452,58,58
6,1.62791,1.56977,6330,3283,56,54
7,1.90972,1.77083,5303,2386,55,51
8,2.23176,2.23176,3283,1645,52,52
9,2.76243,2.70718,2386,3283,50,49
10,3.33333,3.33333,3193,3019,44,44
1,3.49628,1.05207,1986,6330,329,99
2,1.42157,1.19281,758,5996,87,73
3,1.2381,0.990476,937,3193,65,52
4,1.26087,1.21739,2530,1126,58,56
5,1.26866,0.820896,5996,3019,51,33
6,1.27371,1.38211,1126,5996,47,51
7,1.41509,1.19497,3283,2386,45,38
8,1.61172,1.61172,6330,1126,44,44
9,1.87773,1.74672,5303,3193,43,40
10,2.2043,2.25806,6452,1126,41,42
1,3.49628,1.07333,1986,3193,329,101
2,1.42157,1.14379,758,1645,87,70
3,1.2381,0.952381,937,3019,65,50
4,1.26087,1.08696,2530,1645,58,50
5,1.26866,1.26866,5996,5996,51,51
6,1.28205,1.25356,3283,6452,45,44
7,1.4658,1.40065,1126,6330,45,43
8,1.62879,1.66667,5303,1126,43,44
9,1.86364,1.63636,1645,3193,41,36
10,2.06704,1.67598,2386,3019,37,30
1,3.49628,1.13709,1986,1645,329,107
2,1.42157,1.14379,758,1126,87,70
3,1.2381,1.12381,937,6452,65,59
4,1.35193,1.07296,1126,3193,63,50
5,1.49038,1.34615,5996,1645,62,56
6,1.58192,1.52542,6330,1645,56,54
7,1.76667,1.73333,5303,3283,53,52
8,2.06478,2.26721,3283,1126,51,56
9,2.56545,2.25131,2386,3019,49,43
10,1.21622,3.31081,2530,2386,18,49
1,3.49628,1.09458,1986,2386,329,103
2,1.42157,1.01307,758,3019,87,62
3,1.43636,1.23636,3044,5303,79,68
4,1.45228,1.28631,6330,6452,70,62
5,1.64286,1.52381,5996,1645,69,64
6,1.85185,1.50997,3283,3193,65,53
7,2.08054,2.21477,1645,6330,62,66
8,2.62931,2.4569,2386,1126,61,57
9,1.54286,3.42857,6880,2386,27,60
10,1.47826,5.21739,4686,1645,17,60
1,3.49628,1.07333,1986,3193,329,101
2,1.42157,1.14379,758,6330,87,70
3,1.36531,1.23616,6880,3283,74,67
4,1.41026,1.23932,1126,2386,66,58
5,1.41791,1.39303,5996,5303,57,56
6,1.62319,1.42029,5303,3193,56,49
7,1.93772,1.83391,2386,1645,56,53
8,2.0339,2.0339,6452,6452,48,48
9,2.55319,2.55319,3283,3283,48,48
10,3.28571,3.28571,3193,3193,46,46
1,3.49628,1.12646,1986,3283,329,106
2,3.38922,1.1497,3044,5996,283,96
3,1.50362,1.34058,758,1126,83,74
4,1.38593,1.17271,1126,6330,65,55
5,1.53465,1.53465,6452,6452,62,62
6,1.60819,1.52047,5996,3193,55,52
7,1.84669,1.70732,2386,3019,53,49
8,2.14286,2.14286,3193,3193,51,51
9,2.56684,2.6738,6330,2386,48,50
10,3.43066,3.43066,5303,5303,47,47
1,3.49628,1.12646,1986,3283,329,106
2,1.42157,1.04575,758,2386,87,64
3,1.2381,1.2,937,5996,65,63
4,1.26087,1.08696,2530,6452,58,50
5,1.26866,1.1194,5996,1645,51,45
6,1.28205,1.25356,3283,5303,45,44
7,1.43322,1.40065,6330,6452,44,43
8,1.66667,1.66667,1126,1126,44,44
9,1.90909,1.72727,1645,2386,42,38
10,2.07865,2.07865,2386,2386,37,37
1,3.49628,1.10521,1986,5303,329,104
2,1.42157,1.14379,758,1126,87,70
3,1.2381,0.952381,937,3019,65,50
4,1.26087,1.02174,2530,3193,58,47
5,1.35593,1.35593,5996,5996,56,56
6,1.42857,1.42857,6330,6330,51,51
7,1.60131,1.60131,3283,3283,49,49
8,1.90661,1.78988,1126,6452,49,46
9,2.21154,2.16346,6452,1645,46,45
10,2.82209,2.82209,5303,5303,46,46
1,3.49628,1.09458,1986,3019,329,103
2,3.41289,1.22912,3044,5303,286,103
3,1.48551,1.28623,5279,1126,82,71
4,1.47609,1.26819,3283,3193,71,61
5,1.70732,1.53659,6452,2386,70,63
6,1.8732,1.78674,6330,1645,65,62
7,2,2.24561,5303,6330,57,64
8,2.53394,2.53394,3193,3193,56,56
9,3.27273,3.27273,5996,5996,54,54
10,1.62162,5.4955,1636,6452,18,61
1,3.49628,1.05207,1986,5996,329,99
2,3.3848,1.18765,3044,3193,285,100
3,1.57989,1.18492,758,1645,88,66
4,1.52749,1.4053,5279,3019,75,69
5,1.61137,1.4455,6452,5303,68,61
6,1.89266,1.89266,1126,1126,67,67
7,2.26481,1.98606,3283,5303,65,57
8,2.65217,2.6087,6330,2386,61,60
9,3.11765,3.11765,3193,3193,53,53
10,1.45299,5.21368,9027,3283,17,61
1,3.49628,1.05207,1986,5996,329,99
2,1.42157,1.19281,758,5996,87,73
3,1.39147,1.15028,3044,2386,75,62
4,1.42558,1.38365,6330,1126,68,66
5,1.66259,1.39364,5303,3193,68,57
6,1.84659,1.70455,1645,6452,65,60
7,2.19178,2.08904,3283,1126,64,61
8,2.63158,2.58772,1126,1645,60,59
9,3.37278,3.60947,3019,5303,57,61
10,1.57407,5.46296,2530,1126,17,59
1,3.49628,1.12646,1986,3283,329,106
2,1.42157,1.14379,758,1645,87,70
3,1.40221,1.27306,5279,6330,76,69
4,1.28755,1.09442,2530,3019,60,51
5,1.42169,1.3012,6330,2386,59,54
6,1.60665,1.52355,1126,6452,58,55
7,1.83007,1.66667,5996,5303,56,51
8,2.08,1.96,3283,3193,52,49
9,2.43781,2.58706,5303,1126,49,52
10,1.25,3.35526,8073,1126,19,51
1,3.49628,1.13709,1986,1645,329,107
2,1.42157,1.01307,758,3019,87,62
3,1.2381,1.2,937,1126,65,63
4,1.26087,1.08696,2530,1645,58,50
5,1.26866,1.1194,5996,6452,51,45
6,1.28205,1.25356,3283,6330,45,44
7,1.43322,1.40065,5303,6452,44,43
8,1.66667,1.66667,1126,1126,44,44
9,1.86364,2.04545,1645,3283,41,45
10,2.17143,2.34286,2386,5303,38,41
1,3.49628,1.13709,1986,6452,329,107
2,1.42157,0.964052,758,3193,87,59
3,1.41049,1.22966,5279,3283,78,68
4,1.46392,1.40206,5996,6330,71,68
5,1.5942,1.49758,6330,1126,66,62
6,1.86782,1.75287,5303,1126,65,61
7,2.16028,2.09059,1645,6452,62,60
8,2.57778,2.57778,6452,6452,58,58
9,3.47305,3.47305,2386,2386,58,58
10,4.86239,4.86239,3019,3019,53,53
1,3.49628,1.05207,1986,5996,329,99
2,1.42157,1.04575,758,2386,87,64
3,1.44161,1.27737,3044,6330,79,70
4,1.38593,1.38593,1126,1126,65,65
5,1.43564,1.41089,6452,5996,58,57
6,1.6185,1.53179,6330,5303,56,53
7,1.91126,1.67235,5996,3019,56,49
8,2.2541,2.21311,3283,5996,55,54
9,2.63158,2.84211,1645,6330,50,54
10,3,3.57143,3193,3283,42,50
1,3.49628,1.09458,1986,2386,329,103
2,1.42157,1.14379,758,6330,87,70
3,1.2381,0.990476,937,3193,65,52
4,1.33192,1.18393,5996,5303,63,56
5,1.39024,1.36585,6330,5303,57,56
6,1.5864,1.55807,5303,1645,56,55
7,1.87919,1.57718,1126,3019,56,47
8,2.07171,2.15139,6452,1126,52,54
9,2.56281,2.56281,3283,3283,51,51
10,3.31081,3.44595,2386,5303,49,51
1,3.49628,1.05207,1986,5996,329,99
2,1.42157,1.14379,758,1645,87,70
3,1.2381,0.952381,937,3019,65,50
4,1.30526,1.28421,5996,1126,62,61
5,1.42512,1.42512,6330,5996,59,59
6,1.60563,1.46479,6452,2386,57,52
7,1.81208,1.74497,5303,2386,54,52
8,2.17213,2.17213,3283,3283,53,53
9,2.67016,2.67016,2386,2386,51,51
10,3.5,3,1645,3193,49,42
1,3.49628,1.05207,1986,6330,329,99
2,3.40855,1.19952,3044,1126,287,101
3,1.54955,1.15315,5279,3193,86,64
4,1.34328,1.17271,6452,2386,63,55
5,1.47343,1.25604,1126,5996,61,52
6,1.64306,1.52975,1645,3283,58,54
7,1.83946,2.07358,3019,6452,55,62
8,2.1097,2.32068,5303,3019,50,55
9,2.51337,2.51337,5996,5996,47,47
10,3.21429,3.21429,3193,3193,45,45
1,3.49628,1.09458,1986,2386,329,103
2,1.42157,1.14379,758,6330,87,70
3,1.36531,1.18081,6880,6452,74,64
4,1.46444,1.38075,5996,1645,70,66
5,1.67476,1.65049,1126,5996,69,68
6,1.86589,1.63265,5303,3019,64,56
7,2.16028,2.16028,3283,2386,62,62
8,2.17778,2.71111,3193,5996,49,61
9,1.58537,3.59756,3044,3283,26,59
10,1.71429,4.66667,1636,3193,18,49
1,3.49628,1.09458,1986,2386,329,103
2,3.32936,1.22912,3044,1126,279,103
3,1.55635,1.27013,5279,6452,87,71
4,1.57787,1.20902,758,3193,77,59
5,1.58151,1.41119,1126,5996,65,58
6,1.6763,1.6763,3283,3283,58,58
7,1.875,1.70139,5996,3193,54,49
8,2.13675,2.09402,5303,3193,50,49
9,2.66304,2.66304,6330,6330,49,49
10,3.55556,3.40741,3019,1645,48,46
1,3.49628,1.09458,1986,2386,329,103
2,1.42157,1.14379,758,1126,87,70
3,1.51292,1.01476,3044,3193,82,55
4,1.28261,1.26087,5996,6452,59,58
5,1.42145,1.39651,6452,3283,57,56
6,1.62791,1.5407,3283,1645,56,53
7,1.84028,1.66667,6330,3019,53,48
8,2.20833,2.20833,2386,6330,53,53
9,2.72727,2.72727,5303,5303,51,51
10,3.38235,3.89706,1645,6330,46,53
1,3.49628,1.09458,1986,2386,329,103
2,1.42157,1.12745,758,5303,87,69
3,1.2381,1.2,937,1126,65,63
4,1.26087,1.21739,2530,1126,58,56
5,1.26866,1.0199,5996,3193,51,41
6,1.27424,1.05263,6330,2386,46,38
7,1.39319,1.30031,3283,5303,45,42
8,1.61871,1.54676,1126,6452,45,43
9,1.84549,1.33047,6452,3019,43,31
10,2.10526,1.57895,1645,3019,40,30
1,3.49628,1.05207,1986,6330,329,99
2,1.42157,1.19281,758,5996,87,73
3,1.2381,1.2,937,5996,65,63
4,1.26087,1.08696,2530,6452,58,50
5,1.36585,0.95122,1126,3019,56,39
6,1.46893,1.44068,5996,6330,52,51
7,1.61716,1.65017,3283,5996,49,50
8,1.89723,1.77866,5303,1645,48,45
9,2.19512,2.19512,2386,2386,45,45
10,2.75,2.4375,1645,3193,44,39
1,3.49628,1.05207,1986,6330,329,99
2,1.42157,1.06209,758,6452,87,65
3,1.2381,1.06667,937,3283,65,56
4,1.32196,1.32196,5996,5996,62,62
5,1.44963,1.40049,1126,5303,59,57
6,1.62857,1.62857,6330,6330,57,57
7,1.87713,1.74061,6452,1645,55,51
8,2.14286,2.14286,2386,2386,51,51
9,2.56684,2.45989,1645,3193,48,46
10,3.26241,3.40426,3019,1645,46,48
1,3.49628,1.07333,1986,3193,329,101
2,1.42157,1.14379,758,1645,87,70
3,1.40221,1.27306,5279,6330,76,69
4,1.45877,1.22622,1126,3193,69,58
5,1.63855,1.44578,5996,3019,68,60
6,1.80282,1.80282,5303,5303,64,64
7,2.13058,1.89003,3283,6452,62,55
8,2.62712,2.75424,2386,5996,62,65
9,1.32184,3.62069,7462,5996,23,63
10,1.44144,5.04505,8073,1126,16,56
1,3.49628,1.07333,1986,3193,329,101
2,1.42157,1.01307,758,3019,87,62
3,1.43636,1.23636,3044,3283,79,68
4,1.43154,1.43154,6330,5996,69,69
5,1.59806,1.62228,5303,6330,66,67
6,1.75793,1.75793,6452,6452,61,61
7,2.13287,2.13287,2386,2386,61,61
8,2.66667,2.66667,1126,1126,60,60
9,3.45455,2.90909,1645,3193,57,48
10,4.44444,5.92593,3193,6330,48,64
1,3.49628,1.13709,1986,6452,329,107
2,3.38129,1.16307,3044,3193,282,97
3,3.25645,1.35685,7462,5303,240,100
4,2.87284,1.55416,6880,3019,183,99
5,1.78414,1.74009,5279,1126,81,79
6,1.92,1.76,6330,2386,72,66
7,2.21122,2.17822,3283,5996,67,66
8,2.70042,2.36287,2386,3019,64,56
9,3.37017,3.53591,1645,2386,61,64
10,1.88034,5.12821,4686,1645,22,60
1,3.49628,1.12646,1986,3283,329,106
2,1.42157,0.964052,758,3193,87,59
3,1.2381,1.06667,937,3283,65,56
4,1.32196,1.32196,5996,5996,62,62
5,1.44963,1.44963,1126,1126,59,59
6,1.66667,1.35057,6452,3019,58,47
7,1.86047,1.66113,6330,2386,56,50
8,2.19124,1.87251,5303,3193,55,47
9,2.5,2.69608,1645,6330,51,55
10,1.34228,3.55705,3044,5303,20,53
1,3.49628,1.05207,1986,5996,329,99
2,3.3848,1.18765,3044,1126,285,100
3,1.57989,1.13106,758,2386,88,63
4,1.34328,1.17271,1126,5303,63,55
5,1.50246,1.50246,6452,6452,61,61
6,1.68116,1.42029,3283,3019,58,49
7,1.84669,1.74216,2386,5303,53,50
8,2.1097,2.23629,3193,2386,50,53
9,2.56684,2.51337,6330,3019,48,47
10,3.35714,3.57143,1645,2386,47,50
1,3.49628,1.13709,1986,1645,329,107
2,1.42157,1.12745,758,5303,87,69
3,1.34438,1.28913,3044,6330,73,70
4,1.47992,1.43763,5996,1126,70,68
5,1.65432,1.53086,1645,6452,67,62
6,1.89504,1.63265,3283,3019,65,56
7,2.19512,2.19512,2386,2386,63,63
8,2.09821,2.76786,3193,1645,47,62
9,1.75141,3.50282,6880,5996,31,62
10,1.36986,3.49315,8073,1645,20,51
1,3.49628,1.13709,1986,1645,329,107
2,1.42157,1.14379,758,6330,87,70
3,1.2381,1.12381,937,1645,65,59
4,1.26087,1.21739,2530,1126,58,56
5,1.26866,1.1194,5996,3283,51,45
6,1.28205,1.25356,3283,5303,45,44
7,1.47059,1.33987,1126,3193,45,41
8,1.66038,1.20755,6330,3019,44,32
9,1.8552,1.8552,6452,5303,41,41
10,2.22222,2.05556,5303,2386,40,37
1,3.49628,1.10521,1986,5303,329,104
2,1.42157,1.11111,758,3283,87,68
3,1.39706,1.25,3044,5303,76,68
4,1.47059,1.34454,5996,1645,70,64
5,1.65025,1.50246,6330,2386,67,61
6,1.88791,1.79941,1126,2386,64,61
7,2.21818,1.89091,6452,3193,61,52
8,2.80374,2.80374,2386,2386,60,60
9,3.7013,3.7013,1645,1645,57,57
10,5.46392,4.94845,3019,3193,53,48
1,3.49628,1.12646,1986,3283,329,106
2,3.38922,1.1976,3044,1645,283,100
3,3.2517,1.37415,7462,2386,239,101
4,2.91798,1.43533,5279,5996,185,91
5,2.87293,1.74954,6880,3193,156,95
6,2.67857,2.09821,758,5303,120,94
7,2.68362,2.68362,3019,3019,95,95
8,3.51351,3.43629,6452,6330,91,89
9,5.17857,5,6330,1126,87,84
10,10,10,1126,1126,81,81
1,3.49628,1.10521,1986,5303,329,104
2,3.29749,1.1828,3044,3193,276,99
3,1.58645,1.24777,5279,3283,89,70
4,1.54786,1.3442,758,5996,76,66
5,1.51807,1.3494,1126,3193,63,56
6,1.64345,1.64345,5996,5996,59,59
7,1.86667,1.73333,6452,6330,56,52
8,2.09016,2.0082,2386,3019,51,49
9,2.5641,2.5641,6330,6330,50,50
10,3.17241,3.51724,1645,2386,46,51
1,3.49628,1.13709,1986,1645,329,107
2,1.42157,1.12745,758,5303,87,69
3,1.2381,1.00952,937,2386,65,53
4,1.31356,1.25,5996,6452,62,59
5,1.43902,1.41463,1126,6452,59,58
6,1.65242,1.65242,6452,6452,58,58
7,1.91126,1.56997,6330,3193,56,46
8,2.14575,2.14575,5303,1645,53,53
9,2.57732,2.78351,3283,6330,50,54
10,3.05556,3.05556,3019,3019,44,44
1,3.49628,1.05207,1986,6330,329,99
2,1.42157,1.19281,758,5996,87,73
3,1.2381,1.10476,937,5303,65,58
4,1.34904,1.24197,5996,1645,63,58
5,1.51589,1.22249,1126,3193,62,50
6,1.67147,1.35447,6330,3193,58,47
7,1.83391,1.90311,6452,5996,53,55
8,2.16102,1.90678,2386,3019,51,45
9,2.64865,2.43243,3283,3019,49,45
10,3.30882,3.16176,3019,3193,45,43
1,3.49628,1.13709,1986,1645,329,107
2,3.34532,1.15108,3044,5996,279,96
3,3.17073,1.34146,7462,5303,234,99
4,1.62698,1.25,758,3019,82,63
5,1.54028,1.54028,1126,1126,65,65
6,1.59664,1.54062,2386,5303,57,55
7,1.83333,1.8,5303,3193,55,54
8,2.15447,2.15447,6330,3283,53,53
9,2.64249,2.38342,6452,3019,51,46
10,3.23944,3.52113,3019,5303,46,50
1,3.49628,1.09458,1986,3019,329,103
2,3.41289,1.22912,3044,2386,286,103
3,3.22449,1.31973,7462,6330,237,97
4,1.64659,1.44578,5279,3283,82,72
5,1.69014,1.50235,1126,5303,72,64
6,1.90608,1.71271,6330,1645,69,62
7,2.21843,2.32082,6452,1126,65,68
8,2.71111,2.71111,1645,1645,61,61
9,3.59756,3.78049,3193,6452,59,62
10,4.85714,5.61905,5996,6452,51,59
1,3.49628,1.10521,1986,1126,329,104
2,1.42157,1.06209,758,6452,87,65
3,1.2381,1.10476,937,5303,65,58
4,1.26087,1.21739,2530,5996,58,56
5,1.26866,1.26866,5996,5996,51,51
6,1.28205,1.25356,3283,5303,45,44
7,1.43322,1.07492,6330,3019,44,33
8,1.63498,1.673,1126,3283,43,44
9,1.90909,2,6452,3283,42,44
10,2.30337,2.47191,1645,3283,41,44
Step,rho_g,rho_p,id,p,deltaG,deltaP
1,3.82963,1.23386,1986,3283,329,106
2,1.55357,1.05357,758,3193,87,59
3,1.35161,1.16446,937,3283,65,56
4,1.44186,1.37209,5996,6452,62,59
5,1.57908,1.55231,1126,6452,59,58
6,1.8125,0.375,6452,521,58,12
7,2.05782,1.87075,6330,2386,55,50
8,2.48536,2.30126,5303,2386,54,50
9,2.97297,2.91351,2386,1645,50,49
10,3.91111,3.5037,1645,3193,48,43
11,5.56322,0.632184,3019,521,44,5
1,3.82963,1.23386,1986,3283,329,106
2,1.55357,1.14286,758,2386,87,64
3,1.35161,1.22684,937,1645,65,59
4,1.47447,1.40426,1126,5996,63,60
5,1.52927,1.39512,6330,3193,57,52
6,1.68994,1.59777,5303,3283,55,52
7,1.94118,1.94118,6452,6452,54,54
8,2.13889,0.480159,2386,521,49,11
9,1.91701,1.91701,3019,3019,42,42
10,1.49246,2.59799,2530,2386,27,47
11,1.21512,2.87791,8073,1126,19,45
1,3.82963,1.21058,1986,1126,329,104
2,1.55357,1.14286,758,2386,87,64
3,1.57428,1.33514,3044,3283,79,67
4,1.51163,1.34884,1126,6330,65,58
5,1.56373,1.56373,6452,6452,58,58
6,1.76,1.69714,6330,1645,56,54
7,2.00676,1.93243,5996,5303,54,52
8,2.29918,2.47951,3283,6330,51,55
9,2.79365,0.465608,3019,521,48,8
10,3.19858,3.90071,3193,3283,41,50
11,1.43,5.5,6961,3283,13,50
1,3.82963,1.17566,1986,3193,329,101
2,1.55357,1.25,758,1126,87,70
3,1.35161,0.353497,937,521,65,17
4,1.375,0.948276,2530,3019,58,40
5,1.42689,0.311321,5996,521,55,12
6,1.55014,1.55014,1126,1126,52,52
7,1.73502,0.277603,6330,521,50,8
8,1.74434,1.63754,3283,1645,49,46
9,1.98846,1.98846,6452,6452,47,47
10,2.37559,2.2723,5303,2386,46,44
11,2.66864,2.92899,1645,6330,41,45
1,3.82963,1.17566,1986,3193,329,101
2,1.55357,1.21429,758,3283,87,68
3,1.35161,1.24764,937,6330,65,60
4,1.45416,1.36034,1126,1645,62,58
5,1.56757,1.45946,6452,3283,58,54
6,1.79656,1.79656,5996,5996,57,57
7,2.07192,2.07192,5303,5303,55,55
8,2.4135,0.371308,3283,521,52,8
9,2.97297,0.416216,2386,521,50,7
10,3.91111,3.5037,1645,3193,48,43
11,5.26087,5.26087,3019,3019,44,44
1,3.82963,1.21058,1986,5303,329,104
2,1.55357,1.21429,758,3283,87,68
3,1.35161,1.08129,937,3193,65,52
4,1.375,1.18534,2530,1645,58,50
5,1.38177,1.21921,5996,3283,51,45
6,1.4626,1.55402,1126,5996,48,51
7,1.56129,1.45484,6452,3193,44,41
8,1.7782,1.61278,6330,3193,43,39
9,1.93833,2.03524,5303,1126,40,42
10,2.37838,2.31892,1645,5303,40,39
11,2.73103,3.11034,2386,6330,36,41
1,3.82963,1.15238,1986,6330,329,99
2,3.73168,1.26123,3044,5996,287,97
3,3.59813,1.43925,7462,3193,245,98
4,3.447,1.63902,6880,2386,204,97
5,1.91946,1.50112,5279,3019,78,61
6,2.02332,0.569948,1126,521,71,20
7,2.40952,2.23492,5303,1645,69,64
8,2.80478,2.80478,2386,2386,64,64
9,3.58824,3.58824,6452,6452,61,61
10,5.3254,5.6746,3283,5303,61,65
11,1.98361,10.6393,4686,3283,11,59
1,3.82963,1.2455,1986,6452,329,107
2,3.70167,1.37828,3044,3283,282,105
3,1.78058,1.26619,5279,2386,90,64
4,1.48712,1.25107,1126,5996,63,53
5,1.49153,0.239709,3019,521,56,9
6,1.69468,1.57143,3283,3193,55,51
7,1.94118,1.94118,1645,1645,54,54
8,2.26984,0.261905,6330,521,52,6
9,2.805,2.75,2386,5303,51,50
10,1.61333,3.74,2530,2386,22,51
11,1.55556,5.66667,8073,1126,14,51
1,3.82963,1.15238,1986,5996,329,99
2,1.55357,1.16071,758,6452,87,65
3,1.57713,1.39746,3044,1126,79,70
4,1.57796,1.53222,5996,1645,69,67
5,1.78019,1.38164,6330,3193,67,52
6,1.91436,1.91436,3283,3283,63,63
7,2.24415,2.3913,5303,5996,61,65
8,2.7265,2.49145,2386,3019,58,53
9,3.3125,3.75,3019,5303,53,60
10,1.96748,5.27642,5279,5303,22,59
11,1.41584,5.11881,4895,5303,13,47
1,3.82963,1.19894,1986,2386,329,103
2,1.55357,1.25,758,6330,87,70
3,1.35161,1.20605,937,5303,65,58
4,1.47134,1.2845,5996,3283,63,55
5,1.59069,1.40196,1126,2386,59,52
6,1.79213,1.66854,6330,1645,58,54
7,2.0302,1.77181,6452,3019,55,48
8,2.288,0.176,3283,521,52,4
9,2.72222,0.166667,1645,521,49,3
10,3.4698,3.83893,3193,6452,47,52
11,1.70103,5.10309,2530,3193,15,45
1,3.82963,1.11746,1986,521,329,96
2,1.55357,1.21429,758,3283,87,68
3,1.52555,1.18431,3044,3193,76,59
4,1.51483,1.25847,1126,1645,65,54
5,1.56757,1.48649,6452,2386,58,55
6,1.79656,1.79656,5996,5996,57,57
7,1.99658,1.84589,6330,1645,53,49
8,2.43933,2.20921,2386,3019,53,48
9,2.93717,2.70681,5303,1645,51,47
10,3.36111,0.305556,3193,521,44,4
11,1.43,0.44,4905,521,13,4
1,3.82963,1.17566,1986,3193,329,101
2,1.55357,1.05357,758,3193,87,59
3,1.54039,1.22442,5279,6452,78,62
4,1.44676,1.37787,937,5996,63,60
5,1.54893,1.49642,1645,3283,59,57
6,1.71111,1.61944,6330,2386,56,53
7,1.91776,1.91776,2386,2386,53,53
8,2.32271,2.27888,1126,5303,53,52
9,2.76382,0.386935,6452,521,50,7
10,3.69128,3.54362,3283,3019,50,48
11,5.33333,5.33333,3019,3019,48,48
1,3.82963,1.17566,1986,3193,329,101
2,1.55357,1.25,758,1126,87,70
3,1.65201,1.36996,3044,5303,82,68
4,1.58787,1.44979,6330,6452,69,63
5,1.80241,1.80241,5996,6330,68,68
6,2.06052,2.06052,3283,3283,65,65
7,2.41844,2.49645,2386,5996,62,64
8,2.95,2.8,1645,3019,59,56
9,3.15244,3.15244,3193,3193,47,47
10,1.88034,5.64103,7462,5996,20,60
11,1.58763,0.113402,8073,521,14,1
1,3.82963,1.2455,1986,1645,329,107
2,1.55357,1.25,758,6330,87,70
3,1.49084,1.39011,6880,1126,74,69
4,1.53814,1.21186,1126,3019,66,52
5,1.51905,1.65,5996,1126,58,63
6,1.73204,1.58011,2386,6452,57,52
7,1.91613,0.248387,5303,521,54,7
8,2.19141,2.10547,3283,3193,51,49
9,2.657,2.657,1645,1645,50,50
10,1.5414,3.36306,782,3283,22,48
11,1.51376,5.44954,2530,2386,15,54
1,3.82963,1.2455,1986,6452,329,107
2,1.55357,1.16071,758,6452,87,65
3,1.35161,1.22684,937,1645,65,59
4,1.375,1.18534,2530,1645,58,50
5,1.48792,1.27536,1126,3283,56,48
6,1.62295,0.420765,5996,521,54,14
7,1.72756,1.65705,6330,6452,49,47
8,2.04943,2.1749,5303,1126,49,52
9,2.3981,2.3981,6452,6452,46,46
10,2.93333,3.13333,2386,5303,44,47
11,3.72881,3.35593,3193,3019,40,36
1,3.82963,1.11746,1986,521,329,96
2,1.55357,1.21429,758,3283,87,68
